470,470,470.01,470.04,470.13,470.48,471.64,475.52,486.6,511.51,550.98,595.44,631.65,655.34,668.43,23,470,680
102,101.99,101.97,101.91,101.71,101.14,99.417,94.766,85.257,70.099,53.472,41.359,35.546,33.498,32.765,12,102,32
208.1,208.27,208.56,209.61,211.95,216.34,225.64,241.02,262.46,289.54,315.97,340.36,360.22,374.81,384.73,4,208,400
144.98,144.94,144.84,144.46,143.57,140.75,134.32,120.27,95.13,62.923,34.546,17.939,11.458,9.5028,9.279,8,145,12
101,101.01,101.04,101.12,101.36,102.1,104.38,109.73,121.68,142.19,170.47,201.23,230.58,255.03,273.22,11,101,300
1200,1200,1200.1,1200.3,1201.2,1204.2,1213.8,1244.9,1330.5,1513.7,1806.8,2163.6,2508.3,2790.6,2990.5,20,1200,3230
1002,1001.9,1001.6,1000.8,998.47,992.09,974.53,929.8,845.75,717.52,584.52,487.54,437.7,417.47,409.49,10,1002,403
30.001,30.002,30.009,30.033,30.104,30.325,31.051,33.083,37.883,47.383,62.27,81.572,103.64,126.76,148.87,14,30,200
175,175.01,175.02,175.07,175.24,175.84,177.8,183.5,198.39,228.4,274.91,329.62,382.61,426.56,458.46,17,175,500
145,145.01,145.03,145.1,145.32,146.1,148.6,156.52,177.65,222.62,299.68,407.26,540.81,693.04,850.94,18,145,1200
407,407,406.99,406.97,406.91,406.67,405.87,403.22,395.74,379.33,354.76,330.18,313.92,305.86,302.42,23,407,300
102,101.99,101.96,101.89,101.67,100.98,98.908,94.155,84.156,68.942,52.477,40.936,35.36,33.347,32.62,11,102,32
208,208.01,208.02,208.09,208.28,208.89,210.87,216.34,228.91,252.43,285.26,320.03,349.59,371.08,384.74,14,208,400
145,144.99,144.98,144.92,144.72,144.05,141.91,135.34,118.9,88.638,50.526,21.06,6.5322,1.4385,1.9013,18,145,12
101.04,101.11,101.31,101.67,102.96,105.57,111.27,122.06,139.76,162.65,188.33,214.42,238.34,258.13,273.2,5,101,300
1200.8,1202.3,1204.8,1213.8,1233.9,1271.8,1352.4,1487.3,1679.2,1929.7,2187.4,2442.4,2668.6,2850.8,2986.2,4,1200,3230
1001.9,1001.8,1001.4,1000.1,996.83,986.53,963.01,910.99,815.73,687.75,564.1,478.46,435.05,417.01,409.59,8,1002,403
30.003,30.009,30.034,30.084,30.26,30.758,32.038,35.222,41.66,52.651,67.87,86.597,107.37,128.65,148.8,9,30,200
175,175,175.01,175.05,175.18,175.65,177.12,181.91,195.1,223.39,268.9,324.84,379.66,425.3,458.13,20,175,500
145,145,145.01,145.03,145.13,145.48,146.76,151.33,165.78,202.45,274.6,386.15,534.65,713.98,896.25,28,145,1200
407,407,406.99,406.97,406.91,406.67,405.87,403.22,395.74,379.33,354.76,330.18,313.92,305.86,302.42,23,407,300
102,101.99,101.98,101.93,101.74,101.26,99.694,95.459,86.424,71.289,54.217,41.466,35.089,32.729,31.981,13,102,32
208,208.01,208.02,208.07,208.26,208.79,210.62,215.66,227.63,250.86,283.5,318.75,348.94,370.88,384.74,15,208,400
145,144.99,144.98,144.92,144.72,144.05,141.91,135.34,118.9,88.638,50.526,21.06,6.5322,1.4385,1.9013,18,145,12
101.01,101.03,101.09,101.31,101.83,103.26,106.88,114.58,129.62,151.43,178.96,207.72,234.48,256.51,273.2,7.5,101,300
1200,1200,1200.1,1200.2,1200.8,1202.8,1210.6,1235.7,1307.5,1477.5,1767.8,2132.1,2490.6,2785.9,2993,24,1200,3230
1002,1002,1001.9,1001.7,1001,998.57,990.83,966.89,906.41,792.3,641.28,513.96,445.18,418.72,409.31,18,1002,403
30,30.001,30.005,30.016,30.053,30.194,30.651,32.089,35.9,44.352,58.676,78.4,101.98,127.39,152.01,19,30,200
175,175,175.01,175.03,175.12,175.41,176.51,180.16,190.88,216.62,261.4,318.61,376.32,424.89,459.61,25,175,500
145.01,145.02,145.07,145.23,145.75,147.24,151.79,164.56,192.79,245.73,326.03,430.96,555.49,691.66,830.2,12,145,1200
407,407,407,406.99,406.96,406.84,406.37,404.64,399.2,385.24,360.86,334.01,315.15,305.98,302.29,33,407,300
102,102,101.99,101.98,101.91,101.69,100.89,98.414,91.862,78.473,59.963,44.017,35.633,32.626,31.813,21,102,32
208,208,208.01,208.04,208.14,208.53,209.78,213.67,223.76,245.07,277.64,314.49,346.81,370.15,384.76,19,208,400
145,145,144.99,144.97,144.89,144.59,143.49,139.66,128.13,102.07,63.012,29.603,15.004,11.594,11.06,28,145,12
101,101,101.01,101.02,101.07,101.26,101.97,104.27,110.88,126.57,153.58,188.04,222.87,252.58,274.19,24,101,300
1200,1200.1,1200.1,1200.5,1201.8,1206.1,1219.7,1261,1360.2,1559.5,1858.3,2204,2531.4,2798.2,2987.5,16,1200,3230
1001.9,1001.8,1001.4,1000.1,996.83,986.53,963.01,910.99,815.73,687.75,564.1,478.46,435.05,417.01,409.59,8,1002,403
30,30,30.001,30.006,30.023,30.088,30.331,31.184,33.853,40.718,54.137,74.286,99.743,128.38,155.93,29,30,200
175.01,175.03,175.12,175.31,175.94,177.73,182.32,193.6,215.86,252.1,298.13,347.52,393.05,430.45,458.15,9,175,500
145,145.01,145.02,145.06,145.23,145.8,147.9,154.5,172.88,215.05,290.28,398.55,534.58,692.42,856.25,21,145,1200
407,406.99,406.97,406.92,406.69,406.1,404.21,399.05,387.85,368.45,344.92,324.7,311.87,305.4,302.42,13,407,300
1019.9,1019.6,1019,1016.5,1010.8,992.61,951.21,860.56,698.05,489.17,305.19,201.03,168.64,165.96,164.87,8,1020,132
208.02,208.06,208.23,208.59,209.81,213.27,222.18,244.33,289.14,365.67,471.73,602.4,747.62,896.68,1038.1,9,208,1400
844.55,843.77,841.48,837.47,823.11,794.68,734.64,628.18,474.47,316.87,197.64,132.36,106.17,96.29,92.258,5,845,102
1011,1011,1011,1010.8,1010.3,1008.5,1001.8,980.21,920.28,788.5,597.96,429.73,342.35,312.88,304.04,24,1011,300
1199.9,1199.8,1199.3,1197.7,1193.4,1181.6,1149.2,1067,914.57,688.11,465.92,321.24,261.8,245.34,240.54,10,1200,230
102,102,102.01,102.05,102.16,102.56,103.84,107.88,118.53,140.6,176.4,221.52,269.18,313.02,348.64,18,102,403
30,30.001,30.004,30.012,30.042,30.153,30.513,31.642,34.608,41.07,51.607,65.099,79.475,92.769,103.61,19,30,120
175.05,175.14,175.41,176.12,178.62,183.98,199.04,229.68,290,390.37,535.67,731.31,989.68,1320.3,1736.6,7,175,5000
145,145,144.99,144.97,144.91,144.73,144.16,142.86,140.06,135.6,130.3,125.86,122.96,121.41,120.66,11,145,120
407,407.01,407.04,407.15,407.52,408.91,413.6,429.39,475.6,585.97,785.81,1080.2,1455.2,1892.9,2321.6,23,407,3000
1020,1020,1019.8,1019.5,1018.2,1013.9,1000.1,957.7,851.54,655.26,406.26,211.67,115.74,82.534,82.362,18,1020,132
208,208.01,208.03,208.11,208.37,209.35,212.53,222.54,249.05,307.87,407.6,545.04,709.52,886.91,1059.3,19,208,1400
844.98,844.93,844.82,844.34,842.69,838.02,822.06,778.87,680.89,508.97,314.19,178.31,126.59,116.64,114.22,15,845,102
1011,1011,1011,1010.8,1010.3,1008.5,1001.8,980.21,920.28,788.5,597.96,429.73,342.35,312.88,304.04,24,1011,300
1199.9,1199.9,1199.4,1198.3,1195,1184.7,1153.6,1082.6,934.14,711.77,478.81,326.29,262.08,243.67,237.89,11,1200,230
102,102.01,102.05,102.15,102.44,103.36,106.18,112.84,127.79,153.87,190.92,233.26,276.55,315.72,347.6,11,102,403
30,30,30.001,30.005,30.018,30.069,30.26,30.93,33.011,38.284,48.233,62.093,77.457,91.983,103.81,29,30,120
175,175.02,175.05,175.14,175.51,176.81,181.08,193.62,227.55,301.17,434.64,645.58,972.14,1477.9,2213.9,17,175,5000
145,145,145,144.99,144.98,144.92,144.7,144.03,142.23,138.44,132.84,127.29,123.51,121.55,120.66,21,145,120
407,407,407.02,407.06,407.24,407.96,410.74,421.08,454.6,547.17,739.94,1051.5,1482.3,1984.6,2434.5,33,407,3000
20,20.001,20.004,20.012,20.041,20.14,20.461,21.474,24.167,29.857,39.459,52.483,67.921,84.453,100.41,18,20,132
20,20.001,20.005,20.015,20.051,20.186,20.629,22.037,25.875,34.952,52.694,85.068,146.13,263.52,468.21,19,20,1400
45.001,45.005,45.014,45.052,45.184,45.559,46.865,50.542,59.634,78.927,111.47,160.29,229.38,326.16,456.57,15,45,1002
101,101,101.01,101.02,101.07,101.26,101.97,104.27,110.88,126.57,153.58,188.04,222.87,252.58,274.19,24,101,300
120,120.01,120.04,120.14,120.39,121.22,123.75,129.7,142.92,165.54,196.45,229.61,260.62,285.85,304.16,11,120,330
12.001,12.003,12.01,12.03,12.088,12.274,12.85,14.231,17.441,23.447,33.199,47.123,66.78,94.253,133.54,11,12,403
30,30,30.001,30.005,30.018,30.069,30.26,30.93,33.011,38.284,48.233,62.093,77.457,91.983,103.81,29,30,120
175,175.01,175.02,175.07,175.24,175.84,177.8,183.5,198.39,228.4,274.91,329.62,382.61,426.56,458.46,17,175,500
145,145,145,144.99,144.98,144.92,144.7,144.03,142.23,138.44,132.84,127.29,123.51,121.55,120.66,21,145,120
407,407,406.99,406.95,406.78,406.13,403.65,394.59,366.49,296.93,185.93,87.571,46.313,39.273,36.467,33,407,30
23,23.001,23.004,23.013,23.045,23.153,23.502,24.604,27.527,33.676,43.946,57.615,73.343,89.526,104.45,18,23,132
21,21.001,21.003,21.011,21.037,21.136,21.456,22.463,25.13,31.047,41.073,54.88,71.388,89.172,106.41,19,21,140
45.001,45.002,45.005,45.02,45.07,45.212,45.703,47.062,50.299,56.632,65.686,75.768,84.819,91.778,96.438,15,45,102
101,101,101.01,101.02,101.07,101.26,101.98,104.32,111.02,126.94,154.38,189.48,225.12,255.69,278.07,24,101,305
125,125.01,125.04,125.14,125.4,126.22,128.76,134.72,147.96,170.54,201.27,233.97,264.24,288.55,305.96,11,125,330
122,122.01,122.05,122.16,122.47,123.44,126.43,133.48,149.23,176.44,214.38,256.45,297.66,333.1,360.38,11,122,403
36,36,36.001,36.005,36.019,36.076,36.284,37.015,39.281,45.005,55.724,70.457,86.453,100.97,111.81,29,36,124
173,173.01,173.02,173.07,173.24,173.85,175.85,181.63,196.77,227.3,274.77,330.91,385.72,431.66,465.39,17,173,510
145,145,145,144.99,144.97,144.88,144.57,143.59,140.99,135.54,127.54,119.73,114.56,111.96,110.82,21,145,110
1407,1407,1406.9,1406.8,1406.2,1403.7,1394.3,1359.9,1253.6,991.38,577.56,221.38,84.863,68.703,59.482,33,1407,32
